Time (-),FRC-01 [kN],FRC-02 [kN]
2022-11-04 08:39:17.907,239.69596875,238.534125
2022-11-04 08:39:17.917,239.763625,238.516078125
2022-11-04 08:39:17.927,239.716265625,238.509875
2022-11-04 08:39:17.937,239.70328125,238.5093125
2022-11-04 08:39:17.947,239.694265625,238.520015625
2022-11-04 08:39:17.957,239.722453125,238.52790625
2022-11-04 08:39:17.967,239.715703125,238.486765625
2022-11-04 08:39:17.977,239.7365625,238.52340625
2022-11-04 08:39:17.987,239.72696875,238.484515625
2022-11-04 08:39:17.997,239.715703125,238.52621875
2022-11-04 08:39:18.007,239.750640625,238.513828125
2022-11-04 08:39:18.017,239.7376875,238.501984375
2022-11-04 08:39:18.027,239.7399375,238.512703125
2022-11-04 08:39:18.037,239.72753125,238.46253125
2022-11-04 08:39:18.047,239.715703125,238.506484375
2022-11-04 08:39:18.057,239.73090625,238.52284375
2022-11-04 08:39:18.067,239.783359375,238.483953125
2022-11-04 08:39:18.077,239.75515625,238.507625
2022-11-04 08:39:18.087,239.7376875,238.49015625
2022-11-04 08:39:18.097,239.7354375,238.482265625
2022-11-04 08:39:18.107,239.73146875,238.49240625
2022-11-04 08:39:18.117,239.716265625,238.475484375
2022-11-04 08:39:18.127,239.7675625,238.503109375
2022-11-04 08:39:18.137,239.72753125,238.482265625
2022-11-04 08:39:18.147,239.73203125,238.503671875
2022-11-04 08:39:18.157,239.7641875,238.476609375
2022-11-04 08:39:18.167,239.736,238.4535
2022-11-04 08:39:18.177,239.707796875,238.49353125
2022-11-04 08:39:18.187,239.690875,238.500859375
2022-11-04 08:39:18.197,239.678484375,238.485078125
2022-11-04 08:39:18.207,239.715703125,238.485078125
2022-11-04 08:39:18.217,239.74275,238.516078125
2022-11-04 08:39:18.227,239.75571875,238.48
2022-11-04 08:39:18.237,239.712859375,238.488453125
2022-11-04 08:39:18.247,239.715703125,238.515515625
2022-11-04 08:39:18.257,239.72978125,238.506484375
2022-11-04 08:39:18.267,239.704984375,238.49465625
2022-11-04 08:39:18.277,239.7653125,238.49746875
2022-11-04 08:39:18.287,239.718515625,238.521140625
2022-11-04 08:39:18.297,239.7399375,238.5070625
2022-11-04 08:39:18.307,239.704984375,238.49015625
2022-11-04 08:39:18.317,239.73034375,238.500859375
2022-11-04 08:39:18.327,239.749515625,238.481140625
2022-11-04 08:39:18.337,239.714578125,238.5335625
2022-11-04 08:39:18.347,239.736,238.471546875
2022-11-04 08:39:18.357,239.73315625,238.5081875
2022-11-04 08:39:18.367,239.722453125,238.46590625
2022-11-04 08:39:18.377,239.73090625,238.505359375
2022-11-04 08:39:18.387,239.7421875,238.486203125
2022-11-04 08:39:18.397,239.72528125,238.501421875
2022-11-04 08:39:18.407,239.69934375,238.505359375
2022-11-04 08:39:18.417,239.69653125,238.516078125
2022-11-04 08:39:18.427,239.6925625,238.50875
2022-11-04 08:39:18.437,239.693703125,238.49859375
2022-11-04 08:39:18.447,239.7376875,238.5104375
2022-11-04 08:39:18.457,239.73825,238.517765625
2022-11-04 08:39:18.467,239.678484375,238.486765625
2022-11-04 08:39:18.477,239.711171875,238.499734375
2022-11-04 08:39:18.487,239.72471875,238.52228125
2022-11-04 08:39:18.497,239.708359375,238.500296875
2022-11-04 08:39:18.507,239.73315625,238.49015625
2022-11-04 08:39:18.517,239.745015625,238.53240625
2022-11-04 08:39:18.527,239.70159375,238.502546875
2022-11-04 08:39:18.537,239.69821875,238.507625
2022-11-04 08:39:18.547,239.6869375,238.45859375
2022-11-04 08:39:18.557,239.719640625,238.52903125
2022-11-04 08:39:18.567,239.69596875,238.503109375
2022-11-04 08:39:18.577,239.715140625,238.518890625
2022-11-04 08:39:18.587,239.706671875,238.5070625
2022-11-04 08:39:18.597,239.762484375,238.520578125
2022-11-04 08:39:18.607,239.72528125,238.487890625
2022-11-04 08:39:18.617,239.69540625,238.49071875
2022-11-04 08:39:18.627,239.709484375,238.49690625
2022-11-04 08:39:18.637,239.705546875,238.52959375
2022-11-04 08:39:18.647,239.708359375,238.482828125
2022-11-04 08:39:18.657,239.7641875,238.517765625
2022-11-04 08:39:18.667,239.746140625,238.556671875
2022-11-04 08:39:18.677,239.73203125,238.52453125
2022-11-04 08:39:18.687,239.716265625,238.506484375
2022-11-04 08:39:18.697,239.72471875,238.512703125
2022-11-04 08:39:18.707,239.70384375,238.483390625
2022-11-04 08:39:18.717,239.7388125,238.52284375
2022-11-04 08:39:18.727,239.719078125,238.512703125
2022-11-04 08:39:18.737,239.741625,238.52284375
2022-11-04 08:39:18.747,239.72640625,238.509875
2022-11-04 08:39:18.757,239.717953125,238.48903125
2022-11-04 08:39:18.767,239.721890625,238.48959375
2022-11-04 08:39:18.777,239.69934375,238.485078125
2022-11-04 08:39:18.787,239.73146875,238.500859375
2022-11-04 08:39:18.797,239.75459375,238.49240625
2022-11-04 08:39:18.807,239.722453125,238.504796875
2022-11-04 08:39:18.817,239.713984375,238.54425
2022-11-04 08:39:18.827,239.721890625,238.545390625
2022-11-04 08:39:18.837,239.70103125,238.518328125
2022-11-04 08:39:18.847,239.67453125,238.46084375
2022-11-04 08:39:18.857,239.707796875,238.49746875
2022-11-04 08:39:18.867,239.72584375,238.502546875
2022-11-04 08:39:18.877,239.72809375,238.5380625
2022-11-04 08:39:18.887,239.74275,238.5070625
2022-11-04 08:39:18.897,239.72753125,238.511578125
2022-11-04 08:39:18.907,239.741625,238.48959375
2022-11-04 08:39:18.917,239.711734375,238.472109375
2022-11-04 08:39:18.927,239.6891875,238.4783125
2022-11-04 08:39:18.937,239.6891875,238.5093125
2022-11-04 08:39:18.947,239.717953125,238.511015625
2022-11-04 08:39:18.957,239.72415625,238.485078125
2022-11-04 08:39:18.967,239.711171875,238.48903125
2022-11-04 08:39:18.977,239.72696875,238.49746875
2022-11-04 08:39:18.987,239.712296875,238.5081875
2022-11-04 08:39:18.997,239.677359375,238.514390625
2022-11-04 08:39:19.007,239.66325,238.47775
2022-11-04 08:39:19.017,239.713984375,238.482828125
2022-11-04 08:39:19.027,239.715140625,238.49128125
2022-11-04 08:39:19.037,239.70328125,238.506484375
2022-11-04 08:39:19.047,239.690875,238.477171875
2022-11-04 08:39:19.057,239.705546875,238.520578125
2022-11-04 08:39:19.067,239.692,238.52509375
2022-11-04 08:39:19.077,239.706109375,238.49015625
2022-11-04 08:39:19.087,239.712296875,238.47775
2022-11-04 08:39:19.097,239.70328125,238.49521875
2022-11-04 08:39:19.107,239.736,238.469296875
2022-11-04 08:39:19.117,239.73315625,238.509875
2022-11-04 08:39:19.127,239.72640625,238.4794375
2022-11-04 08:39:19.137,239.72921875,238.516078125
2022-11-04 08:39:19.147,239.707234375,238.469859375
2022-11-04 08:39:19.157,239.710609375,238.49859375
2022-11-04 08:39:19.167,239.734875,238.49184375
2022-11-04 08:39:19.177,239.722453125,238.5391875
2022-11-04 08:39:19.187,239.72584375,238.517765625
2022-11-04 08:39:19.197,239.715703125,238.478875
2022-11-04 08:39:19.207,239.719078125,238.514390625
2022-11-04 08:39:19.217,239.70440625,238.5093125
2022-11-04 08:39:19.227,239.704984375,238.46028125
2022-11-04 08:39:19.237,239.7343125,238.476046875
2022-11-04 08:39:19.247,239.734875,238.501421875
2022-11-04 08:39:19.257,239.69878125,238.49015625
2022-11-04 08:39:19.267,239.713984375,238.476046875
2022-11-04 08:39:19.277,239.711734375,238.53240625
2022-11-04 08:39:19.287,239.694828125,238.4805625
2022-11-04 08:39:19.297,239.69878125,238.518328125
2022-11-04 08:39:19.307,239.7421875,238.520015625
2022-11-04 08:39:19.317,239.72528125,238.47775
2022-11-04 08:39:19.327,239.745015625,238.516078125
2022-11-04 08:39:19.337,239.6880625,238.49465625
2022-11-04 08:39:19.347,239.72809375,238.516640625
2022-11-04 08:39:19.357,239.709484375,238.45915625
2022-11-04 08:39:19.367,239.715140625,238.500859375
2022-11-04 08:39:19.377,239.66890625,238.487328125
2022-11-04 08:39:19.387,239.74275,238.49353125
2022-11-04 08:39:19.397,239.723578125,238.485078125
2022-11-04 08:39:19.407,239.708359375,238.503109375
2022-11-04 08:39:19.417,239.750640625,238.470984375
2022-11-04 08:39:19.427,239.676796875,238.487328125
2022-11-04 08:39:19.437,239.72415625,238.471546875
2022-11-04 08:39:19.447,239.73034375,238.46253125
2022-11-04 08:39:19.457,239.706671875,238.4783125
2022-11-04 08:39:19.467,239.7388125,238.5093125
2022-11-04 08:39:19.477,239.739375,238.514953125
2022-11-04 08:39:19.487,239.708921875,238.443359375
2022-11-04 08:39:19.497,239.73034375,238.49690625
2022-11-04 08:39:19.507,239.715140625,238.473796875
2022-11-04 08:39:19.517,239.741625,238.49184375
2022-11-04 08:39:19.527,239.73315625,238.482828125
2022-11-04 08:39:19.537,239.723015625,238.520578125
2022-11-04 08:39:19.547,239.741625,238.468171875
2022-11-04 08:39:19.557,239.719640625,238.486203125
2022-11-04 08:39:19.567,239.720203125,238.50875
2022-11-04 08:39:19.577,239.717390625,238.5081875
2022-11-04 08:39:19.587,239.70384375,238.49465625
2022-11-04 08:39:19.597,239.737125,238.48
2022-11-04 08:39:19.607,239.73375,238.46421875
2022-11-04 08:39:19.617,239.767,238.488453125
2022-11-04 08:39:19.627,239.743890625,238.52284375
2022-11-04 08:39:19.637,239.723015625,238.46534375
2022-11-04 08:39:19.647,239.69540625,238.5346875
2022-11-04 08:39:19.657,239.712859375,238.517203125
2022-11-04 08:39:19.667,239.722453125,238.486765625
2022-11-04 08:39:19.677,239.73375,238.49690625
2022-11-04 08:39:19.687,239.711734375,238.52565625
2022-11-04 08:39:19.697,239.712296875,238.482265625
2022-11-04 08:39:19.707,239.72640625,238.487890625
2022-11-04 08:39:19.717,239.723578125,238.50875
2022-11-04 08:39:19.727,239.719640625,238.512703125
2022-11-04 08:39:19.737,239.746703125,238.475484375
2022-11-04 08:39:19.747,239.67340625,238.469859375
2022-11-04 08:39:19.757,239.72471875,238.48
2022-11-04 08:39:19.767,239.7698125,238.467609375
2022-11-04 08:39:19.777,239.749515625,238.474921875
2022-11-04 08:39:19.787,239.72865625,238.472671875
2022-11-04 08:39:19.797,239.737125,238.502546875
2022-11-04 08:39:19.807,239.715703125,238.501984375
2022-11-04 08:39:19.817,239.72809375,238.482828125
2022-11-04 08:39:19.827,239.751203125,238.468734375
2022-11-04 08:39:19.837,239.75853125,238.501421875
2022-11-04 08:39:19.847,239.73375,238.49128125
2022-11-04 08:39:19.857,239.73375,238.518890625
2022-11-04 08:39:19.867,239.73315625,238.482265625
2022-11-04 08:39:19.877,239.70384375,238.486765625
2022-11-04 08:39:19.887,239.750640625,238.486203125
2022-11-04 08:39:19.897,239.706109375,238.48959375
2022-11-04 08:39:19.907,239.749515625,238.49578125
2022-11-04 08:39:19.917,239.708921875,238.500859375
2022-11-04 08:39:19.927,239.75571875,238.49803125
2022-11-04 08:39:19.937,239.75571875,238.4540625
2022-11-04 08:39:19.947,239.72584375,238.488453125
2022-11-04 08:39:19.957,239.708359375,238.5070625
2022-11-04 08:39:19.967,239.713984375,238.512140625
2022-11-04 08:39:19.977,239.721890625,238.48959375
2022-11-04 08:39:19.987,239.73203125,238.5081875
2022-11-04 08:39:19.997,239.712296875,238.49578125
2022-11-04 08:39:20.007,239.705546875,238.470421875
2022-11-04 08:39:20.017,239.708921875,238.469296875
2022-11-04 08:39:20.027,239.682421875,238.45521875
2022-11-04 08:39:20.037,239.682421875,238.500859375
2022-11-04 08:39:20.047,239.715140625,238.5081875
2022-11-04 08:39:20.057,239.7376875,238.516640625
2022-11-04 08:39:20.067,239.717953125,238.49521875
2022-11-04 08:39:20.077,239.720203125,238.467046875
2022-11-04 08:39:20.087,239.734875,238.49578125
2022-11-04 08:39:20.097,239.709484375,238.503109375
2022-11-04 08:39:20.107,239.721890625,238.49859375
2022-11-04 08:39:20.117,239.713984375,238.49746875
2022-11-04 08:39:20.127,239.7376875,238.52396875
2022-11-04 08:39:20.137,239.75515625,238.52734375
2022-11-04 08:39:20.147,239.752328125,238.500859375
2022-11-04 08:39:20.157,239.72809375,238.49296875
2022-11-04 08:39:20.167,239.72753125,238.49184375
2022-11-04 08:39:20.177,239.723015625,238.503671875
2022-11-04 08:39:20.187,239.746140625,238.437734375
2022-11-04 08:39:20.197,239.734875,238.514390625
2022-11-04 08:39:20.207,239.69878125,238.486765625
2022-11-04 08:39:20.217,239.736,238.513828125
2022-11-04 08:39:20.227,239.776015625,238.48903125
2022-11-04 08:39:20.237,239.72584375,238.484515625
2022-11-04 08:39:20.247,239.710609375,238.466484375
2022-11-04 08:39:20.257,239.7388125,238.483390625
2022-11-04 08:39:20.267,239.716265625,238.49128125
2022-11-04 08:39:20.277,239.747265625,238.5081875
2022-11-04 08:39:20.287,239.745578125,238.50875
2022-11-04 08:39:20.297,239.75571875,238.513828125
2022-11-04 08:39:20.307,239.70046875,238.520578125
2022-11-04 08:39:20.317,239.717390625,238.49803125
2022-11-04 08:39:20.327,239.72865625,238.52678125
2022-11-04 08:39:20.337,239.748390625,238.475484375
2022-11-04 08:39:20.347,239.721328125,238.476046875
2022-11-04 08:39:20.357,239.69709375,238.46534375
2022-11-04 08:39:20.367,239.69709375,238.49184375
2022-11-04 08:39:20.377,239.72584375,238.49690625
2022-11-04 08:39:20.387,239.693703125,238.513828125
2022-11-04 08:39:20.397,239.714578125,238.46590625
2022-11-04 08:39:20.407,239.7630625,238.501984375
2022-11-04 08:39:20.417,239.75684375,238.46590625
2022-11-04 08:39:20.427,239.748390625,238.49353125
2022-11-04 08:39:20.437,239.741625,238.5070625
2022-11-04 08:39:20.447,239.69709375,238.516640625
2022-11-04 08:39:20.457,239.713421875,238.52621875
2022-11-04 08:39:20.467,239.6903125,238.505921875
2022-11-04 08:39:20.477,239.72696875,238.475484375
2022-11-04 08:39:20.487,239.761359375,238.483390625
2022-11-04 08:39:20.497,239.72640625,238.437734375
2022-11-04 08:39:20.507,239.716265625,238.439984375
2022-11-04 08:39:20.517,239.72921875,238.469296875
2022-11-04 08:39:20.527,239.707796875,238.473234375
2022-11-04 08:39:20.537,239.70159375,238.52284375
2022-11-04 08:39:20.547,239.718515625,238.476609375
2022-11-04 08:39:20.557,239.706671875,238.484515625
2022-11-04 08:39:20.567,239.69596875,238.503109375
2022-11-04 08:39:20.577,239.718515625,238.52903125
2022-11-04 08:39:20.587,239.69990625,238.49409375
2022-11-04 08:39:20.597,239.715703125,238.49634375
2022-11-04 08:39:20.607,239.69653125,238.503109375
2022-11-04 08:39:20.617,239.746140625,238.52790625
2022-11-04 08:39:20.627,239.708921875,238.49746875
2022-11-04 08:39:20.637,239.714578125,238.46421875
2022-11-04 08:39:20.647,239.75403125,238.45971875
2022-11-04 08:39:20.657,239.720765625,238.49634375
2022-11-04 08:39:20.667,239.70271875,238.46421875
2022-11-04 08:39:20.677,239.72528125,238.49409375
2022-11-04 08:39:20.687,239.679046875,238.45690625
2022-11-04 08:39:20.697,239.7354375,238.499734375
2022-11-04 08:39:20.707,239.707234375,238.4535
2022-11-04 08:39:20.717,239.72528125,238.49521875
2022-11-04 08:39:20.727,239.7376875,238.46365625
2022-11-04 08:39:20.737,239.720765625,238.49296875
2022-11-04 08:39:20.747,239.73259375,238.47775
2022-11-04 08:39:20.757,239.72809375,238.45803125
2022-11-04 08:39:20.767,239.70103125,238.487890625
2022-11-04 08:39:20.777,239.720203125,238.483953125
2022-11-04 08:39:20.787,239.715140625,238.487328125
2022-11-04 08:39:20.797,239.694265625,238.49915625
2022-11-04 08:39:20.807,239.748953125,238.49240625
2022-11-04 08:39:20.817,239.7365625,238.486765625
2022-11-04 08:39:20.827,239.704984375,238.4506875
2022-11-04 08:39:20.837,239.70159375,238.472109375
2022-11-04 08:39:20.847,239.70046875,238.50875
2022-11-04 08:39:20.857,239.734875,238.499734375
2022-11-04 08:39:20.867,239.67228125,238.514953125
2022-11-04 08:39:20.877,239.716265625,238.487890625
2022-11-04 08:39:20.887,239.72978125,238.46478125
2022-11-04 08:39:20.897,239.75571875,238.501984375
2022-11-04 08:39:20.907,239.720765625,238.481140625
2022-11-04 08:39:20.917,239.751203125,238.481140625
2022-11-04 08:39:20.927,239.713984375,238.46084375
2022-11-04 08:39:20.937,239.761359375,238.478875
2022-11-04 08:39:20.947,239.747265625,238.487328125
2022-11-04 08:39:20.957,239.692,238.46590625
2022-11-04 08:39:20.967,239.7399375,238.468171875
2022-11-04 08:39:20.977,239.751203125,238.49184375
2022-11-04 08:39:20.987,239.72415625,238.4783125
2022-11-04 08:39:20.997,239.739375,238.432078125
2022-11-04 08:39:21.007,239.69990625,238.45859375
2022-11-04 08:39:21.017,239.723578125,238.49071875
2022-11-04 08:39:21.027,239.7376875,238.49634375
2022-11-04 08:39:21.037,239.747828125,238.49690625
2022-11-04 08:39:21.047,239.752328125,238.46534375
2022-11-04 08:39:21.057,239.7421875,238.48959375
2022-11-04 08:39:21.067,239.746140625,238.49803125
2022-11-04 08:39:21.077,239.75515625,238.49634375
2022-11-04 08:39:21.087,239.706109375,238.483390625
2022-11-04 08:39:21.097,239.748953125,238.485640625
2022-11-04 08:39:21.107,239.745578125,238.507625
2022-11-04 08:39:21.117,239.72865625,238.5070625
2022-11-04 08:39:21.127,239.717390625,238.503671875
2022-11-04 08:39:21.137,239.72696875,238.467046875
2022-11-04 08:39:21.147,239.750078125,238.478875
2022-11-04 08:39:21.157,239.705546875,238.486765625
2022-11-04 08:39:21.167,239.710046875,238.49521875
2022-11-04 08:39:21.177,239.744453125,238.5081875
2022-11-04 08:39:21.187,239.73375,238.521140625
2022-11-04 08:39:21.197,239.716265625,238.513828125
2022-11-04 08:39:21.207,239.75684375,238.4805625
2022-11-04 08:39:21.217,239.69990625,238.48959375
2022-11-04 08:39:21.227,239.716265625,238.487890625
2022-11-04 08:39:21.237,239.739375,238.512140625
2022-11-04 08:39:21.247,239.707234375,238.49128125
2022-11-04 08:39:21.257,239.745015625,238.506484375
2022-11-04 08:39:21.267,239.748953125,238.468171875
2022-11-04 08:39:21.277,239.737125,238.5070625
2022-11-04 08:39:21.287,239.73146875,238.468171875
2022-11-04 08:39:21.297,239.75403125,238.512703125
2022-11-04 08:39:21.307,239.75346875,238.49296875
2022-11-04 08:39:21.317,239.712859375,238.515515625
2022-11-04 08:39:21.327,239.69990625,238.46365625
2022-11-04 08:39:21.337,239.72978125,238.488453125
2022-11-04 08:39:21.347,239.713984375,238.483953125
2022-11-04 08:39:21.357,239.7433125,238.53128125
2022-11-04 08:39:21.367,239.723578125,238.49634375
2022-11-04 08:39:21.377,239.75459375,238.485640625
2022-11-04 08:39:21.387,239.745015625,238.46309375
2022-11-04 08:39:21.397,239.72415625,238.512703125
2022-11-04 08:39:21.407,239.70440625,238.481140625
2022-11-04 08:39:21.417,239.737125,238.52678125
2022-11-04 08:39:21.427,239.74275,238.500296875
2022-11-04 08:39:21.437,239.73090625,238.49296875
2022-11-04 08:39:21.447,239.720203125,238.4506875
2022-11-04 08:39:21.457,239.73146875,238.442234375
2022-11-04 08:39:21.467,239.75853125,238.481140625
2022-11-04 08:39:21.477,239.73090625,238.52565625
2022-11-04 08:39:21.487,239.73315625,238.469859375
2022-11-04 08:39:21.497,239.721328125,238.49690625
2022-11-04 08:39:21.507,239.720203125,238.48903125
2022-11-04 08:39:21.517,239.73203125,238.501421875
2022-11-04 08:39:21.527,239.70440625,238.46253125
2022-11-04 08:39:21.537,239.72471875,238.473796875
2022-11-04 08:39:21.547,239.708921875,238.49578125
2022-11-04 08:39:21.557,239.69821875,238.503109375
2022-11-04 08:39:21.567,239.70103125,238.483953125
2022-11-04 08:39:21.577,239.708921875,238.513828125
2022-11-04 08:39:21.587,239.73375,238.509875
2022-11-04 08:39:21.597,239.750640625,238.488453125
2022-11-04 08:39:21.607,239.73203125,238.454625
2022-11-04 08:39:21.617,239.723578125,238.49240625
2022-11-04 08:39:21.627,239.72865625,238.517765625
2022-11-04 08:39:21.637,239.6891875,238.474359375
2022-11-04 08:39:21.647,239.70271875,238.473234375
2022-11-04 08:39:21.657,239.69821875,238.486765625
2022-11-04 08:39:21.667,239.750640625,238.48959375
2022-11-04 08:39:21.677,239.745578125,238.49690625
2022-11-04 08:39:21.687,239.68975,238.45634375
2022-11-04 08:39:21.697,239.72640625,238.487890625
2022-11-04 08:39:21.707,239.723015625,238.471546875
2022-11-04 08:39:21.717,239.66721875,238.4805625
2022-11-04 08:39:21.727,239.70103125,238.46534375
2022-11-04 08:39:21.737,239.723578125,238.4805625
2022-11-04 08:39:21.747,239.69709375,238.46196875
2022-11-04 08:39:21.757,239.759671875,238.500859375
2022-11-04 08:39:21.767,239.7653125,238.500296875
2022-11-04 08:39:21.777,239.723015625,238.485078125
2022-11-04 08:39:21.787,239.73375,238.507625
2022-11-04 08:39:21.797,239.6869375,238.49465625
2022-11-04 08:39:21.807,239.70440625,238.486765625
2022-11-04 08:39:21.817,239.707234375,238.500859375
2022-11-04 08:39:21.827,239.72696875,238.516640625
2022-11-04 08:39:21.837,239.744453125,238.502546875
2022-11-04 08:39:21.847,239.750078125,238.481703125
2022-11-04 08:39:21.857,239.716265625,238.475484375
2022-11-04 08:39:21.867,239.75853125,238.49240625
2022-11-04 08:39:21.877,239.736,238.514390625
2022-11-04 08:39:21.887,239.734875,238.474921875
2022-11-04 08:39:21.897,239.72640625,238.49578125
2022-11-04 08:39:21.907,239.746703125,238.49803125
2022-11-04 08:39:21.917,239.723578125,238.46478125
2022-11-04 08:39:21.927,239.72865625,238.49690625
2022-11-04 08:39:21.937,239.761921875,238.500859375
2022-11-04 08:39:21.947,239.763625,238.505921875
2022-11-04 08:39:21.957,239.770375,238.49859375
2022-11-04 08:39:21.967,239.718515625,238.473796875
2022-11-04 08:39:21.977,239.744453125,238.504234375
2022-11-04 08:39:21.987,239.708359375,238.49578125
2022-11-04 08:39:21.997,239.778265625,238.481140625
2022-11-04 08:39:22.007,239.722453125,238.503671875
2022-11-04 08:39:22.017,239.7630625,238.49803125
2022-11-04 08:39:22.027,239.75403125,238.52453125
2022-11-04 08:39:22.037,239.73315625,238.53240625
2022-11-04 08:39:22.047,239.746703125,238.501421875
2022-11-04 08:39:22.057,239.7675625,238.49240625
2022-11-04 08:39:22.067,239.73146875,238.473234375
2022-11-04 08:39:22.077,239.73146875,238.52846875
2022-11-04 08:39:22.087,239.72809375,238.471546875
2022-11-04 08:39:22.097,239.745578125,238.511578125
2022-11-04 08:39:22.107,239.745015625,238.518890625
2022-11-04 08:39:22.117,239.70046875,238.46253125
2022-11-04 08:39:22.127,239.745578125,238.50875
2022-11-04 08:39:22.137,239.736,238.49409375
2022-11-04 08:39:22.147,239.761921875,238.46534375
2022-11-04 08:39:22.157,239.711171875,238.4794375
2022-11-04 08:39:22.167,239.714578125,238.483953125
2022-11-04 08:39:22.177,239.73315625,238.49859375
2022-11-04 08:39:22.187,239.72978125,238.488453125
2022-11-04 08:39:22.197,239.69821875,238.513265625
2022-11-04 08:39:22.207,239.723015625,238.449
2022-11-04 08:39:22.217,239.7376875,238.48
2022-11-04 08:39:22.227,239.721890625,238.473234375
2022-11-04 08:39:22.237,239.7388125,238.52678125
2022-11-04 08:39:22.247,239.7388125,238.48903125
2022-11-04 08:39:22.257,239.72921875,238.472671875
2022-11-04 08:39:22.267,239.73315625,238.505921875
2022-11-04 08:39:22.277,239.75684375,238.49465625
2022-11-04 08:39:22.287,239.74275,238.488453125
2022-11-04 08:39:22.297,239.69653125,238.52734375
2022-11-04 08:39:22.307,239.68975,238.49578125
2022-11-04 08:39:22.317,239.69990625,238.472671875
2022-11-04 08:39:22.327,239.713421875,238.49128125
2022-11-04 08:39:22.337,239.723578125,238.49071875
2022-11-04 08:39:22.347,239.76925,238.45803125
2022-11-04 08:39:22.357,239.721890625,238.467609375
2022-11-04 08:39:22.367,239.7405,238.474921875
2022-11-04 08:39:22.377,239.715140625,238.45521875
2022-11-04 08:39:22.387,239.721890625,238.52565625
2022-11-04 08:39:22.397,239.72809375,238.48959375
2022-11-04 08:39:22.407,239.708359375,238.503109375
2022-11-04 08:39:22.417,239.694828125,238.468734375
2022-11-04 08:39:22.427,239.744453125,238.513828125
2022-11-04 08:39:22.437,239.709484375,238.500296875
2022-11-04 08:39:22.447,239.75571875,238.48959375
2022-11-04 08:39:22.457,239.73203125,238.481703125
2022-11-04 08:39:22.467,239.7405,238.475484375
2022-11-04 08:39:22.477,239.723015625,238.477171875
2022-11-04 08:39:22.487,239.723015625,238.505359375
2022-11-04 08:39:22.497,239.721328125,238.482265625
2022-11-04 08:39:22.507,239.773765625,238.469296875
2022-11-04 08:39:22.517,239.72865625,238.515515625
2022-11-04 08:39:22.527,239.722453125,238.517765625
2022-11-04 08:39:22.537,239.745015625,238.478875
2022-11-04 08:39:22.547,239.748953125,238.517765625
2022-11-04 08:39:22.557,239.7354375,238.49296875
2022-11-04 08:39:22.567,239.741625,238.52284375
2022-11-04 08:39:22.577,239.745578125,238.500859375
2022-11-04 08:39:22.587,239.749515625,238.5093125
2022-11-04 08:39:22.597,239.711171875,238.472671875
2022-11-04 08:39:22.607,239.74275,238.501421875
2022-11-04 08:39:22.617,239.693703125,238.48959375
2022-11-04 08:39:22.627,239.759671875,238.518890625
2022-11-04 08:39:22.637,239.7641875,238.45859375
2022-11-04 08:39:22.647,239.76475,238.546515625
2022-11-04 08:39:22.657,239.739375,238.49184375
2022-11-04 08:39:22.667,239.751203125,238.499734375
2022-11-04 08:39:22.677,239.74275,238.505359375
2022-11-04 08:39:22.687,239.734875,238.504234375
2022-11-04 08:39:22.697,239.75459375,238.517203125
2022-11-04 08:39:22.707,239.761921875,238.49746875
2022-11-04 08:39:22.717,239.712859375,238.504234375
2022-11-04 08:39:22.727,239.70440625,238.49746875
2022-11-04 08:39:22.737,239.721328125,238.477171875
2022-11-04 08:39:22.747,239.73259375,238.4495625
2022-11-04 08:39:22.757,239.76475,238.478875
2022-11-04 08:39:22.767,239.70271875,238.48959375
2022-11-04 08:39:22.777,239.737125,238.49803125
2022-11-04 08:39:22.787,239.7653125,238.49578125
2022-11-04 08:39:22.797,239.73315625,238.52284375
2022-11-04 08:39:22.807,239.743890625,238.521140625
2022-11-04 08:39:22.817,239.73259375,238.47775
2022-11-04 08:39:22.827,239.7433125,238.478875
2022-11-04 08:39:22.837,239.723015625,238.534125
2022-11-04 08:39:22.847,239.723578125,238.483390625
2022-11-04 08:39:22.857,239.713421875,238.477171875
2022-11-04 08:39:22.867,239.7354375,238.505359375
2022-11-04 08:39:22.877,239.678484375,238.473796875
2022-11-04 08:39:22.887,239.707234375,238.45915625
2022-11-04 08:39:22.897,239.73259375,238.485640625
2022-11-04 08:39:22.907,239.751765625,238.473796875
2022-11-04 08:39:22.917,239.723015625,238.504234375
2022-11-04 08:39:22.927,239.75459375,238.500859375
2022-11-04 08:39:22.937,239.707234375,238.484515625
2022-11-04 08:39:22.947,239.72696875,238.500859375
2022-11-04 08:39:22.957,239.750078125,238.518890625
2022-11-04 08:39:22.967,239.690875,238.4196875
2022-11-04 08:39:22.977,239.6875,238.518890625
2022-11-04 08:39:22.987,239.7630625,238.482265625
2022-11-04 08:39:22.997,239.70103125,238.481140625
2022-11-04 08:39:23.007,239.719640625,238.503671875
2022-11-04 08:39:23.017,239.741625,238.49690625
2022-11-04 08:39:23.027,239.736,238.49578125
2022-11-04 08:39:23.037,239.774328125,238.4805625
2022-11-04 08:39:23.047,239.713421875,238.49915625
2022-11-04 08:39:23.057,239.712296875,238.473234375
2022-11-04 08:39:23.067,239.72471875,238.53015625
2022-11-04 08:39:23.077,239.736,238.45690625
2022-11-04 08:39:23.087,239.70215625,238.49746875
2022-11-04 08:39:23.097,239.6903125,238.45125
2022-11-04 08:39:23.107,239.711734375,238.49071875
